id,author,title,year,citation,tag
951,"Tanaka, Y. and Akiyama, M. and Wallström, B.",A systematic design method of highly reliable communication networks by the use of graph theory,1988,5,itc12

952,"Yoshida, M. and Okazaki, H.",New planning architecture for reliable and cost-effective network design,1988,6,itc12

953,"Fischer, W.","Analytic Modelling of Single Link, Multi-LAP Connections with Application to the ISDN User-Network Access",1988,2,itc12

954,"Fischer, K. and Hertel, G.",Reliability considerations of networks and hierarchial systems,1988,-1,itc12

955,"Levy, Y. and Wirth, P.E.",A unifying approach to performance and reliability objectives,1988,19,itc12

956,"Meyer, J.F.",Performability evaluation of telecommunication networks,1988,19,itc12

957,"Schoute, F.C.",Simple decision rules for acceptance of mixed traffic streams,1988,66,itc12

958,"Fontana, B. and Guerrero, A.",Packet traffic charcterization. Arrival laws and waiting times,1988,7,itc12

959,"Stern, T.E. and Yin, N. and Li, S.Q.",Delay-fidelity tradeoffs in packet voice sytems,1988,8,itc12

960,"Pandya, R.N.","Traffic engineering and network design for ISDN, and evolving ISDN standards",1988,2,itc12

961,"Gosztony, G.",Service quality standardization To what extent,1988,1,itc12

962,"Osterbo, O.",Analysis of some queueing models with flow control,1988,-1,itc12

963,"Redding, N.",Distributed proccessing systems analysis of response time,1988,-1,itc12

964,"Balsamo, S.",Approximate solution of queueing networks based on exact and bounded aggregation technique,1988,1,itc12

965,"Hordijk, A.",Intensive bounds for performance measures,1988,-1,itc12

966,"Schweitzer, P.J.",Aggregative modelling of queueing networks,1988,1,itc12

967,"Ramaswami, V. and Ltouche, G.",Modeling packet arrivals from asynchronous input lines,1988,52,itc12

968,"Ashok, J..",Traffic considerations for a FPS exchange,1988,0,itc12

969,"BOnatti, M. and Verri, L. and Giacobbo, Scavo G. and Roveri, A.",Terminal exchange access system for NB-ISDN: key issues for a traffic reference,1988,4,itc12

970,"Grabowski, K.H. and Hagenhaus, L.",Traffic models for ISDN with integrated packet switching,1988,3,itc12

971,"Fiche, G. and Le Palud, C. and Le corguille, D.",Traffic models for an ISDN switching system,1988,3,itc12

972,"{Neidhardt, A.L. \Sze}, D.Y.",Field testing of data network performance,1988,-1,itc12

973,"Huber, M.N. and Kühn, P.J.",Modelling of a multi-queue polling system with arbitrary server interrupts for the idle-slot-concatenation packet switching principle in a CS/PS Node,1988,2,itc12

974,"Lindberger, K. and Tidblom, S.E.",Delay analysis in a packet switching network by methods based on a queueing network model with bursty traffic,1988,1,itc12

975,"Gihr, O. and Bosch, M. and Kiesel, W.M.",Modelling and performance comparison of two application layer protocols for manufacturing automation,1988,1,itc12

976,"Segal, M. and Whitt, W.",A queueing network analyzer for manufacturing,1988,116,itc12

977,"Gelenbe, E. and Fourneau, J.M. and Thevenin, P.",Deadlock and trashing in a flexible manufacturing system,1988,-1,itc12

978,"Blunar, K. and Konvit, M.M.",An adaptive routing algorithm for telephone networks,1988,0,itc12

979,"Uhl, T.",Routing in packet switching computer networks with discrete cost function,1988,-1,itc12

980,"Brown, P. and Bonnard, P. and Roumilhac, J.",A study of the Transpac adaptive routing algorithm,1988,-1,itc12

981,"Krishnan, K.R. and Ott, T.J.",Forward-looking routing: a new state-dependent routing scheme,1988,80,itc12

982,"Gibbens, R.J. and Kelly, F.P.",Dynamic alternative routing - Modelling and behaviour,1988,181,itc12

983,"Shulman, A. and Gersht, A.",An efficient algorithm for optimal routing in large multifacility circuit switched networks,1988,-1,itc12

984,"Koussoulas, N.T.",Performance analysis of state-dependent routing in circuit-switched networks,1988,3,itc12

985,"Jans, H. and Oehlerich, J.",I/O processsor performance optimization with different and changing arrival rates,1988,-1,itc12

986,"Boyer, P. and Dupuis, A. and Khelladi, A.",A simple model for repeated calls due to time-outs,1988,5,itc12

987,"Kubat, P. and Servi, L.D.",Scheduling two classes of customers with very short service times,1988,0,itc12

988,"Daisenberger, G.",On the calculation of access contention for shared resources in multiprocessor configurations; a general straightforward approach,1988,-1,itc12

989,"Forys, L.J. and Im, C.S. and Henderson, W.",Analysis of load box testing for voice switches,1988,8,itc12

990,"Krym, M. and Richards, P.",Designing for performance in telecommunications systems,1988,-1,itc12

991,"Lynch, D.F. and Moreland, J.P.",Economic trunk group sizing for stochastic traffic demands,1988,5,itc12

992,"Van Nielen, M.F.L. and Roosma, A.H.",Economics of multi-service networks: new marginal costs formulae and approximations,1988,-1,itc12

993,"Rasmussen, C. and Asgersen, C.",Investigation on end-to-end dimensioning of trunk networks,1988,-1,itc12

994,"Henggeler, Antunes C. and Climaco, J. and Craveirinha, J. and Diogo, J. and Nordeste, P.",An interactive computer aided planning package for rural telephone networks,1988,-1,itc12

995,"Guérineau, J.P. and Dao, M. and Becque, C.",OTARIE: an interactive tool for performance evaluation studies in telephone networks,1988,2,itc12

996,"Harris, R.J.",MINDER: an interactive planning tool for network planners,1988,4,itc12

997,"Liang, X.J.",Method for local network planning,1988,-1,itc12

998,"Pais, A.F.",Software tools to support a performance modelling environment,1988,-1,itc12

999,"Heffes, H. and Melamed, B.",Visual simulation of teletraffic models,1988,3,itc12

1000,"Gu, X.D. and Li, J.G.",Multilocation facility modernization: model and decomposition,1988,-1,itc12

1001,"Stylianakis, V.G. and Kokkinakis, G.K.",Optimal planning of urban telephone network evolution,1988,-1,itc12

1002,"Tomé, F. and Cunha, J. and Vidal, D.",A multihour network planning methology with FHR and DNHR strategies,1988,0,itc12

1003,"Miranda, G. and Mazzei, U. and Trimarco, U.",Medium and long term evolution of Italian toll network,1988,-1,itc12

1004,"Pack, C.D. and Olson, D.W. and Kim, N.",Flexible network planning using generic or integrated traffic models,1988,4,itc12

1005,"Stepanov, S.N.",Optimal calculation of characteristics of models with repeated calls,1988,8,itc12

1006,"Reeser, P.K.","Simple approximation for blocking seen by peaked traffic with delayed, correlated reattempts",1988,11,itc12

1007,"Paterok, M. and Herzog, U. and Bleisteiner, C.",The influence of repeated calls on the performance measures of loss systems,1988,2,itc12

1008,"Rossiter, M.H.",The switched Poisson process and the SPP/G/1 queue,1988,24,itc12

1009,"Ide, I.",Superposition of interrupted Poisson processes and its application to packetized voice multiplexers,1988,81,itc12

1010,"Lind, G.",Generalizations of basic assumptions in teletraffic theory - C Palm's ideas and other approaches,1988,-1,itc12

1011,"Dziong, Z. and Pioro, M. and Körner, U. and Wickberg, T.",On adaptive call routing call routing strategies in circuit switched networks - Maximum revenue approach,1988,-1,itc12

1012,"Key, P.B. and Whitehead, M.J.",Cost-effective use of networks employing dynamic alternative routing,1988,30,itc12

1013,"Szybicki, E.",Dimensioning of adaptive routing telephone networks,1988,-1,itc12

1014,"Mase, K. and Uose, H.",Consideration and advanced routing schemes for telecommunications networks,1988,-1,itc12

1015,"O'Reilly, P. and Zhou, C.H.",Adaptive routing of voice and data in burst switched networks,1988,0,itc12

1016,"Nojo, S. and Kimura, G.",New approxiamtion for general distributions by n-stage Markov processes based on continued fractions,1988,-1,itc12

1017,"Arvidsson, A.",A multi server system with rejection and priorities,1988,-1,itc12

1018,"Bernussou, J. and Le Gall, F.",Markov chain description of telephone networks: a numerical algorithm for performance evaluation,1988,-1,itc12

1019,"Schehrer, R.G.","On generalized state equations, cyclic processes and cut-off priority systems with hysteresis",1988,2,itc12

1020,"Louvion, J.R. and Boyer, P. and Gravey, A.",A discrete-time single server queue with Bernoulli arrivals and constant service time,1988,50,itc12

1021,"Syski, R.",Last exit decomposition in Teletraffic,1988,0,itc12

1022,"Garcia, M.",A method for dimensioning networks in Brazil,1988,-1,itc12

1023,"Klein, W.",Routing planning in a largescale signalling network,1988,5,itc12

1024,"Lazzari, A. and Amici, B.",Common channel traffic in an ISDN environment,1988,-1,itc12

1025,"Willmann, G.",Modeling and performance evaluation of multi-layered signalling networks based on the CCITT No. 7 specification,1988,13,itc12

1026,"Sole, Gil J.",Modelling the common channel signaling network for planning the structure of a target network,1988,1,itc12

1027,"Skoog, R.A.",Engineering common channel signaling networks for ISDN,1988,22,itc12

1028,"Samoylenko, S.I.",Asynchronous adaptive switching,1988,0,itc12

1029,"Zafirovic-Vukotic, M. and Niemegeers, I.G.",Analytical modelling and performance analysis of the Orwell access mechanism,1988,2,itc12

1030,"Karvelas, D. and Leon-Garcia, A.",Performance of multiprioritycycle and timed-token ring protocols with full-duplex voice transmission,1988,-1,itc12

1031,"Roveri, A. and Baiocchi, A. and Pacifici, G. and Listanti, M. and Winkler, R.",Hybrid handling of broadband and narrowband services in a local environment: design and performance issues,1988,3,itc12

1032,"Goeldner, E.H.",Performance comparison of slotted and partitioned frame MAC protocols of high speed ring networks for circuit and packet switching,1988,0,itc12

1033,"Fredericks, A.A. and Sengupta, B.",Engineering data networks to meet customer oriented performance requirements,1988,4,itc12

1034,"Gonzalez, Soto O. and Agusti, J. and Lemonche, P. and Puebla, I.",Planning communication alternatives in the ISDN,1988,2,itc12

1035,"Addie, R.G. and Warfiled, R.E.",Bandwidth switching and network architectures,1988,-1,itc12

1036,"Di Benedetto, A. and Calicchio, G.",Network management controls in the Italicable dynamic routing environment,1988,-1,itc12

1037,"Docheva, R. and Stanev, I. and Tzenkova, S.",A teletraffic model for the Bulgarian telephone network,1988,-1,itc12

1038,"Nunes, G.",Total system management and administration,1988,-1,itc12

1039,"Zukerman, M.",Queueing performance of QPSX,1988,20,itc12

1040,"Sauer, K. and Tangemann, M.",Analytic approach of voice-data integration on token passing LAN's based on IEEE 802.5,1988,2,itc12

1041,"Eckberg, A.E. and Meier-Hellstern, K.S.",An effective method for delay distribution approximation for token-rings with large numbers of nodes,1988,3,itc12

1042,"Kimura, G.",Approximations for a general token ring system with priority classes of messages,1988,4,itc12

1043,"Ajmone, Marsan M. and Neri, F.",Multichannel local area networks with CSMA/CD and token access protocols,1988,2,itc12

1044,"Gianini, J. and Manfield, D.R.",Performance analysis of the 802.5 token ring standard priority access mechanism,1988,3,itc12

1045,"Posner, E.C. and Smyth, P.",Test access in multi-stage switching networks,1988,0,itc12

1046,"Moylan, P.J. and Soong, B.H.",On-line prediction of telephone traffic,1988,-1,itc12

1047,"Filipiak, J. and Chlebus, E.",Modelling and control of time-varying telephone traffic,1988,4,itc12

1048,"Caron, F.",Results of the Telecom Canada high performance routing trial,1988,29,itc12

1049,"Warfield, R.E. and McMillan, D.",Australian trial of a linear program model for network traffic management,1988,1,itc12

1050,"Yunus, M.N.",An algorithm for dimensioning the overflow trunk group in a system with time-dependent arrival traffic,1988,-1,itc12

1051,"Pirinen, A. and Rahko, K.",An econometric method for the optimal dimensioning of a teletraffic route,1988,-1,itc12

1052,"Lebourges, M.",Individual blockings on a telephone trunk-group with multiple inputs and trunk-reservation parameters,1988,1,itc12

1053,"Berry, L.T.M.",Dependence effects in communications networks which produce service degradations following increases in network resources,1988,-1,itc12

1054,"Sallai, G.",Optimum network structures with randomly-distributed nodes,1988,3,itc12

1055,"Toda, A.",traffic design of telecommunication network with both-way circuit operation,1988,3,itc12

1056,"Roosma, A.H.","Dimensioning and evaluation of switching networks with service protection, taking transmission breakdowns into account",1988,1,itc12

1057,"Ackerley, R.G.",Overall grade-of-service models for the British Telecom network,1988,5,itc12

1058,"Low, S.G. and Schmitt, J.A.",The integration of domestic and international networks for switch planning,1988,-1,itc12

1059,"Kim, J.Y. and Choi, S.I. and S.H., Hong and Kim, S.B.",A study on the feasibility of introducing tandem exchanges,1988,-1,itc12

1060,"Herzberg, M.",Optimal assignment of remote switching units (RSU's) to digital telephone exchanges,1988,0,itc12

1061,"Gallassi, G. and Briccoli, A. and Miranda, G. and Giacobbo Scavo, G.",Performance design of a distributed switching system,1988,3,itc12

1062,"Kappel, J.G. and Stone, R.C.",Digital switching systems traffic analysis,1988,-1,itc12

1063,"Fendick, K.W. and Saksena, V.R. and Whitt, W.",Dependence in packet queues: a multi-class batch-Poisson model,1988,-1,itc12

1064,"Tijms, H.C.",Algorithms and approximations for batch-arrival queues,1988,3,itc12

1065,"Grönendijk, W.P.",Waiting-time approximations for cyclic-service systems with mixed service strategies,1988,38,itc12

1066,"Boxma, O.J. and Van den Berg, J.L.",Sojourn times in feedback and processor sharing queues,1988,-1,itc12

1067,"Browne, S. and Yechiali, U.",Dynamic routing in polling systems,1988,21,itc12

1068,"Casali, F. and Dartois, J.P. and Alcatel, N.V. and De Somer, M.",Impact of traffic on IBCN system design,1988,2,itc12

1069,"Rogers, R.G.H. and Avellaneda, O.A.",Dimensioning techniques and resource management strategies for a future digital transport network,1988,2,itc12

1070,"Ash, G.R. and Blake, B.M. and Schwartz, S.D.",Integrated network routing and design,1988,22,itc12

1071,"Yamada, H. and Suzuki, Y.",Network configuration for new services traffic,1988,3,itc12

1072,"Gimpelson, L.A.",Prospects and requirements for ISDN services,1988,-1,itc12

1073,"Rothermel, K. and Seeger, D.",Traffic studies of switching networks for asynchronous transfer mode (ATM),1988,3,itc12

1074,"Abe, S. and Hajikano, K. and Murakami, K.",Traffic design for an asynchronous transfer mode switching network,1988,8,itc12

1075,"Stavenow, B. and Eklundh, B. and Sällberg, K.",Asynchronous transfer modes - options and characteristics,1988,0,itc12

1076,"Turner, J.S.",Fluid flow loading analysis of packet switching networks,1988,13,itc12

1077,"Kühn, P.J.",Traffic engineering for ISDN system design,1988,-1,itc12

1078,"Zhang, Zhigang and Hartmann, Harro L.",Optimal Routing in Virtual Circuit Communication Networks,1991,4,itc13

1079,"Zepf, Joachim and Willmann, Gert",Transient Analysis of Congestion and Flow Control Mechanisms in Common Channel Signalling Networks,1991,18,itc13

1080,"Zolfaghari, Ali",Network Simulation Study as a Base for Survivability Standards,1991,1,itc13

1081,"Yechiali, Uri",Optimal Dynamic Control of Polling Systems,1991,37,itc13

1082,"Yang, Yuanyuan and Masson, Gerald M.",Control-Strategy-Based Nonblocking Broadcast Switching Networks,1991,0,itc13
